AdjSquareFeet,DistancetoCoast,DistancetoSinkhole,DistancetoFireDepartment,LocationWindSpeed,Terrain,ValueofHome,NumberOfBuildings,NumberOfUnits,Age
920.0,2428.8,0.8,0.3,150.0,B   ,592175.0,1.0,1.0,86.0
2154.0,5174.4,2.56,0.42,130.0,B   ,174500.0,1.0,1.0,47.0
2179.0,52.8,3.26,0.52,140.0,C   ,815836.0,1.0,1.0,54.0
1666.0,-99.0,6.6,1.53,150.0,B   ,88200.0,1.0,1.0,64.0
1571.0,-99.0,8.26,1.15,140.0,B   ,178982.0,1.0,1.0,44.0
1389.0,-99.0,2.03,0.87,110.0,B   ,139884.0,1.0,1.0,22.0
2088.0,1161.6,5.9,1.79,120.0,C   ,262566.0,1.0,1.0,67.0
825.0,-99.0,0.2,0.63,124.0,B   ,50492.0,1.0,1.0,45.0
2836.0,-99.0,3.8,0.83,120.0,B   ,334532.0,1.0,1.0,30.0
1426.0,-99.0,1.23,0.33,140.0,HVHZ,222260.0,1.0,1.0,65.0
2058.0,-99.0,1.91,0.25,140.0,HVHZ,268990.0,1.0,1.0,43.0
1842.0,-99.0,0.49,1.19,123.0,B   ,184307.0,1.0,1.0,89.0
967.0,-99.0,4.76,0.77,140.0,HVHZ,172940.0,1.0,1.0,25.0
1609.0,-99.0,28.53,1.29,146.0,HVHZ,193186.0,1.0,1.0,53.0
1349.0,4065.6,1.16,0.92,123.0,B   ,153030.0,1.0,1.0,56.0
1389.0,-99.0,4.98,0.93,146.0,HVHZ,80254.0,1.0,1.0,73.0
2210.0,-99.0,6.69,0.51,140.0,HVHZ,275980.0,1.0,1.0,47.0
1306.0,-99.0,5.71,0.18,140.0,HVHZ,128120.0,1.0,1.0,62.0
1082.0,-99.0,3.78,1.48,140.0,B   ,132101.0,1.0,1.0,63.0
1399.0,-99.0,0.93,1.46,110.0,B   ,64353.0,1.0,1.0,72.0
2118.0,-99.0,7.88,0.87,130.0,B   ,149389.0,1.0,1.0,38.0
1796.0,-99.0,13.37,0.58,110.0,B   ,117830.0,1.0,1.0,23.0
1400.0,-99.0,10.28,1.66,131.0,B   ,190400.0,1.0,1.0,26.0
2078.0,-99.0,1.97,0.72,140.0,HVHZ,257080.0,1.0,1.0,62.0
2718.0,-99.0,13.3,1.79,110.0,B   ,140550.0,1.0,1.0,57.0
1739.0,5068.8,0.44,1.17,123.0,B   ,191122.0,1.0,1.0,42.0
2260.0,-99.0,9.08,1.9,110.0,B   ,136800.0,1.0,1.0,20.0
2124.0,-99.0,8.07,1.05,130.0,B   ,123548.0,1.0,1.0,41.0
3934.0,686.4,5.42,1.31,140.0,C   ,516890.0,1.0,1.0,35.0
1113.0,1320.0,7.32,0.96,120.0,C   ,230375.0,1.0,1.0,47.0
2219.0,-99.0,1.77,0.89,123.0,B   ,194073.0,1.0,1.0,50.0
2455.0,-99.0,7.42,0.36,146.0,HVHZ,448415.0,1.0,1.0,65.0
1409.0,-99.0,2.35,0.72,140.0,B   ,133859.0,1.0,1.0,62.0
2917.0,-99.0,3.07,1.63,140.0,B   ,323786.0,1.0,1.0,29.0
2823.0,-99.0,0.66,2.03,110.0,B   ,238994.0,1.0,1.0,29.0
3731.0,-99.0,1.94,1.51,140.0,HVHZ,684110.0,1.0,1.0,28.0
2036.0,897.6,22.38,0.55,120.0,C   ,241380.0,1.0,1.0,65.0
1799.0,-99.0,3.31,1.18,146.0,HVHZ,169393.0,1.0,1.0,66.0
1775.0,-99.0,0.49,0.89,110.0,B   ,147049.0,1.0,1.0,39.0
1459.0,-99.0,1.21,0.34,140.0,HVHZ,203240.0,1.0,1.0,66.0
1176.0,3062.4,5.2,0.51,140.0,B   ,150430.0,1.0,1.0,47.0
1192.0,3115.2,13.43,0.63,132.0,B   ,342062.0,1.0,1.0,57.0
2801.0,-99.0,3.86,1.0,146.0,HVHZ,224872.0,1.0,1.0,72.0
1025.0,-99.0,1.43,1.25,140.0,HVHZ,147960.0,1.0,1.0,68.0
2555.0,2006.4,0.23,0.93,130.0,C   ,534700.0,1.0,1.0,57.0
1905.0,-99.0,3.36,0.74,140.0,HVHZ,368070.0,1.0,1.0,25.0
1932.0,-99.0,0.88,0.79,123.0,B   ,199874.0,1.0,1.0,55.0
1264.0,422.4,0.22,1.94,120.0,B   ,214107.0,1.0,1.0,62.0
1821.0,739.2,6.23,0.65,146.0,HVHZ,533560.0,1.0,1.0,70.0
1567.0,422.4,23.82,1.1,120.0,C   ,161100.0,1.0,1.0,40.0
705.0,1003.2,1.35,0.23,120.0,C   ,130704.0,1.0,1.0,67.0
1118.0,3590.4,2.34,1.16,120.0,B   ,110847.0,1.0,1.0,46.0
989.0,-99.0,2.45,0.92,140.0,B   ,138382.0,1.0,1.0,60.0
2492.0,-99.0,0.85,1.23,110.0,B   ,227912.0,1.0,1.0,32.0
1526.0,-99.0,6.69,0.95,146.0,HVHZ,133966.0,1.0,1.0,77.0
1128.0,-99.0,4.47,0.32,140.0,HVHZ,103290.0,1.0,1.0,66.0
769.0,-99.0,4.82,0.65,146.0,HVHZ,91679.0,1.0,1.0,75.0
1769.0,3168.0,9.98,1.54,130.0,B   ,305696.0,1.0,1.0,38.0
1584.0,-99.0,3.63,0.65,140.0,HVHZ,199150.0,1.0,1.0,65.0
2560.0,-99.0,4.29,2.53,130.0,B   ,159100.0,1.0,1.0,35.0
2166.0,-99.0,7.53,0.7,120.0,B   ,96098.0,1.0,1.0,61.0
2649.0,-99.0,0.58,0.79,140.0,HVHZ,409450.0,1.0,1.0,37.0
1148.0,-99.0,7.64,2.29,150.0,B   ,110300.0,1.0,1.0,37.0
1681.0,-99.0,3.34,0.82,130.0,B   ,116300.0,1.0,1.0,63.0
1808.0,2217.6,8.35,0.7,140.0,HVHZ,303670.0,1.0,1.0,60.0
1654.0,-99.0,2.14,0.61,140.0,HVHZ,140160.0,1.0,1.0,71.0
3412.0,1531.2,22.26,0.85,120.0,C   ,302820.0,1.0,1.0,39.0
2097.0,-99.0,6.81,0.49,140.0,HVHZ,220960.0,1.0,1.0,44.0
2166.0,52.8,23.19,0.67,136.0,C   ,475581.0,1.0,1.0,36.0
2105.0,3115.2,25.81,1.48,146.0,HVHZ,363616.0,1.0,1.0,52.0
1742.0,-99.0,4.93,1.16,130.0,B   ,92431.0,3.0,1.0,44.0
2102.0,-99.0,12.78,0.49,130.0,B   ,146961.0,1.0,1.0,31.0
2224.0,3220.8,22.2,1.08,120.0,C   ,187600.0,1.0,1.0,61.0
2148.0,-99.0,7.0,0.57,140.0,HVHZ,275390.0,1.0,1.0,50.0
1025.0,-99.0,0.65,0.98,115.0,B   ,40000.0,1.0,1.0,49.0
2145.0,2587.2,8.03,1.05,130.0,B   ,343835.0,1.0,1.0,44.0
2086.0,-99.0,14.22,0.71,133.0,B   ,266824.0,1.0,1.0,51.0
1736.0,-99.0,2.93,0.76,140.0,HVHZ,317500.0,1.0,1.0,65.0
2266.0,-99.0,22.19,1.31,146.0,HVHZ,447649.0,1.0,1.0,58.0
2085.0,-99.0,1.63,1.47,123.0,B   ,376980.0,1.0,1.0,33.0
975.0,-99.0,10.5,0.98,130.0,B   ,71060.0,1.0,1.0,40.0
1182.0,-99.0,2.05,0.25,140.0,B   ,120783.0,1.0,1.0,16.0
4502.0,-99.0,1.13,0.59,110.0,B   ,359513.0,1.0,1.0,21.0
2487.0,-99.0,8.34,0.8,130.0,B   ,114663.0,1.0,1.0,36.0
1159.0,-99.0,0.72,0.72,120.0,B   ,66707.0,1.0,1.0,70.0
1668.0,-99.0,0.22,2.09,110.0,B   ,79820.0,1.0,1.0,32.0
3036.0,-99.0,6.41,0.7,140.0,HVHZ,256280.0,1.0,2.0,34.0
1869.0,739.2,25.32,0.76,120.0,C   ,162650.0,1.0,1.0,52.0
1031.0,-99.0,2.22,1.24,120.0,B   ,38177.0,1.0,1.0,63.0
1248.0,-99.0,2.81,1.62,140.0,B   ,176016.0,1.0,1.0,40.0
2166.0,-99.0,4.34,0.86,140.0,HVHZ,313410.0,1.0,1.0,25.0
1320.0,-99.0,4.68,1.11,140.0,HVHZ,119870.0,1.0,1.0,33.0
1660.0,-99.0,7.62,0.26,140.0,HVHZ,246700.0,1.0,1.0,36.0
1270.0,-99.0,3.91,1.44,110.0,B   ,119661.0,1.0,1.0,41.0
1480.0,1425.6,0.36,0.11,123.0,B   ,246181.0,1.0,1.0,60.0
1506.0,-99.0,1.8,0.9,140.0,HVHZ,216250.0,1.0,1.0,34.0
1156.0,-99.0,6.16,0.85,140.0,HVHZ,71030.0,1.0,1.0,45.0
2608.0,1425.6,23.72,0.9,120.0,C   ,243740.0,1.0,1.0,51.0
3320.0,2217.6,2.49,0.94,140.0,HVHZ,1350240.0,1.0,1.0,53.0
1000.0,-99.0,7.26,0.58,140.0,HVHZ,63000.0,1.0,1.0,45.0
1390.0,-99.0,12.2,1.24,130.0,B   ,284240.0,1.0,1.0,20.0
1612.0,-99.0,4.59,1.06,140.0,HVHZ,149210.0,1.0,1.0,22.0
1728.0,761.16,60.41,2.72,150.0,C   ,542900.0,1.0,1.0,32.0
1875.0,-99.0,4.5,0.9,140.0,HVHZ,165090.0,1.0,1.0,58.0
1041.0,3326.4,0.95,0.77,123.0,B   ,71076.0,1.0,1.0,64.0
1795.0,-99.0,2.54,1.09,140.0,B   ,275000.0,1.0,1.0,37.0
1144.0,-99.0,2.04,1.98,130.0,B   ,94098.0,1.0,1.0,45.0
2019.0,-99.0,1.78,0.62,140.0,HVHZ,339380.0,1.0,1.0,38.0
2372.0,-99.0,18.06,0.65,120.0,B   ,107020.0,1.0,1.0,41.0
1023.0,-99.0,2.9,1.06,140.0,HVHZ,120240.0,1.0,1.0,57.0
1470.0,-99.0,20.9,1.36,146.0,HVHZ,282300.0,1.0,1.0,52.0
1827.0,-99.0,6.61,0.21,140.0,HVHZ,160510.0,1.0,1.0,55.0
2719.0,-99.0,4.33,4.07,110.0,B   ,193800.0,1.0,1.0,17.0
1085.0,-99.0,1.13,1.09,123.0,B   ,60564.0,1.0,1.0,52.0
1047.0,-99.0,5.06,0.81,140.0,HVHZ,85570.0,1.0,1.0,64.0
1533.0,-99.0,4.46,0.93,140.0,B   ,257054.0,1.0,1.0,55.0
706.0,1584.0,4.64,0.3,130.0,B   ,201700.0,1.0,1.0,23.0
1463.0,2428.8,0.81,1.53,140.0,HVHZ,461750.0,1.0,1.0,73.0
1656.0,-99.0,5.13,0.9,140.0,HVHZ,193120.0,1.0,1.0,29.0
1637.0,-99.0,8.02,0.54,140.0,HVHZ,219820.0,1.0,1.0,51.0
1589.0,-99.0,3.37,1.57,140.0,HVHZ,198020.0,1.0,1.0,57.0
1219.0,-99.0,12.93,1.14,146.0,HVHZ,166408.0,1.0,1.0,74.0
1643.0,-99.0,0.54,0.52,146.0,HVHZ,179921.0,1.0,1.0,70.0
2301.0,3801.6,0.53,1.21,123.0,B   ,56434.0,1.0,1.0,77.0
1297.0,-99.0,0.87,1.04,123.0,B   ,122883.0,1.0,1.0,47.0
1220.0,369.6,5.18,2.13,130.0,B   ,129887.0,1.0,1.0,37.0
3796.0,52.8,24.12,0.4,136.0,C   ,1074110.0,1.0,1.0,36.0
1080.0,3062.4,0.95,0.49,140.0,B   ,148032.0,1.0,1.0,89.0
2599.0,-99.0,1.08,1.23,123.0,B   ,273992.0,1.0,1.0,52.0
1877.0,739.2,3.65,0.49,130.0,C   ,204200.0,1.0,1.0,67.0
1700.0,105.6,2.04,3.41,130.0,C   ,702079.0,1.0,1.0,56.0
2196.0,-99.0,10.59,0.77,130.0,B   ,125164.0,1.0,1.0,47.0
1897.0,-99.0,7.71,1.12,140.0,HVHZ,248890.0,1.0,1.0,34.0
3169.0,-99.0,4.89,1.14,140.0,HVHZ,442970.0,1.0,1.0,29.0
887.0,-99.0,6.47,0.78,140.0,HVHZ,114030.0,1.0,1.0,69.0
1726.0,-99.0,1.0,1.52,120.0,B   ,130486.0,1.0,1.0,31.0
1131.0,-99.0,1.2,1.1,115.0,B   ,90347.0,1.0,1.0,105.0
1401.0,-99.0,4.86,0.37,140.0,HVHZ,149900.0,1.0,1.0,55.0
1605.0,-99.0,1.76,1.48,130.0,B   ,113800.0,1.0,1.0,38.0
1232.0,-99.0,3.31,1.18,110.0,B   ,97651.0,1.0,1.0,36.0
1296.0,897.6,9.08,1.63,130.0,B   ,162308.0,1.0,1.0,47.0
2370.0,-99.0,0.73,1.24,123.0,B   ,234121.0,1.0,1.0,46.0
1607.0,-99.0,4.59,2.31,130.0,B   ,215840.0,1.0,1.0,29.0
1740.0,-99.0,1.7,0.41,120.0,B   ,137146.0,1.0,1.0,46.0
1725.0,4065.6,8.88,0.52,120.0,B   ,158235.0,1.0,1.0,50.0
1245.0,4540.8,2.68,0.85,123.0,B   ,127550.0,1.0,1.0,70.0
1539.0,52.8,2.0,1.75,130.0,C   ,516757.0,1.0,1.0,72.0
1372.0,-99.0,37.04,0.9,146.0,HVHZ,119084.0,1.0,1.0,30.0
1544.0,-99.0,15.15,0.93,146.0,HVHZ,265217.0,1.0,2.0,77.0
1571.0,-99.0,4.16,0.79,140.0,HVHZ,147750.0,1.0,1.0,64.0
2020.0,-99.0,9.05,1.17,140.0,HVHZ,264530.0,1.0,1.0,50.0
1316.0,-99.0,11.03,0.41,146.0,HVHZ,199356.0,1.0,1.0,70.0
990.0,-99.0,1.9,1.38,140.0,HVHZ,164110.0,1.0,1.0,67.0
1441.0,1531.2,3.44,1.61,120.0,C   ,185698.0,1.0,1.0,67.0
2147.0,-99.0,1.64,1.52,110.0,B   ,196818.0,1.0,1.0,31.0
1793.0,1584.0,1.96,0.56,140.0,C   ,300011.0,1.0,1.0,72.0
2100.0,-99.0,1.08,1.02,120.0,B   ,229545.0,1.0,1.0,28.0
1458.0,-99.0,1.95,0.46,140.0,HVHZ,227810.0,1.0,1.0,68.0
1070.0,580.8,12.11,0.78,146.0,HVHZ,361073.0,1.0,1.0,29.0
6934.0,422.4,25.13,1.99,136.0,C   ,541915.0,1.0,1.0,35.0
1528.0,-99.0,4.58,0.96,146.0,HVHZ,130662.0,2.0,1.0,74.0
1488.0,-99.0,0.46,0.73,140.0,B   ,176097.0,1.0,1.0,44.0
1488.0,1848.0,0.31,0.5,123.0,C   ,185002.0,1.0,1.0,65.0
1283.0,-99.0,4.31,0.27,140.0,HVHZ,98880.0,1.0,1.0,17.0
2027.0,-99.0,0.25,1.43,120.0,B   ,172172.0,1.0,1.0,55.0
1451.0,-99.0,1.4,0.41,123.0,B   ,126456.0,1.0,1.0,69.0
1277.0,-99.0,3.2,1.08,140.0,B   ,122885.0,1.0,1.0,39.0
1736.0,-99.0,34.84,1.26,146.0,HVHZ,186640.0,1.0,1.0,17.0
1263.0,-99.0,1.29,0.94,110.0,B   ,101567.0,1.0,1.0,28.0
1308.0,1108.8,2.47,1.01,123.0,C   ,168401.0,1.0,1.0,55.0
2505.0,1584.0,1.02,0.84,123.0,B   ,321537.0,1.0,1.0,30.0
3491.0,792.0,13.26,0.37,130.0,C   ,494203.0,1.0,1.0,53.0
2456.0,1056.0,7.76,0.57,146.0,HVHZ,428444.0,1.0,1.0,69.0
1352.0,-99.0,0.42,0.63,123.0,B   ,146594.0,1.0,1.0,36.0
1270.0,-99.0,2.62,0.61,140.0,HVHZ,128140.0,1.0,1.0,57.0
1967.0,4963.2,2.17,0.24,123.0,B   ,250731.0,1.0,1.0,45.0
2547.0,-99.0,1.38,0.69,140.0,HVHZ,630880.0,1.0,1.0,71.0
1356.0,-99.0,0.35,0.36,120.0,B   ,131017.0,1.0,1.0,37.0
2554.0,2164.8,24.82,0.3,120.0,C   ,196090.0,1.0,1.0,60.0
1747.0,-99.0,9.43,0.64,146.0,HVHZ,214219.0,2.0,1.0,73.0
3926.0,-99.0,8.53,0.33,140.0,HVHZ,396330.0,1.0,1.0,36.0
1208.0,-99.0,1.57,0.54,140.0,B   ,130000.0,1.0,1.0,42.0
1828.0,-99.0,3.12,0.47,140.0,HVHZ,286620.0,1.0,1.0,46.0
1668.0,-99.0,3.28,0.66,120.0,B   ,134503.0,1.0,1.0,41.0
1748.0,-99.0,0.84,1.0,123.0,B   ,68356.0,1.0,2.0,75.0
2192.0,-99.0,19.48,1.11,146.0,HVHZ,277072.0,2.0,1.0,40.0
2045.0,-99.0,2.05,1.14,140.0,B   ,282166.0,1.0,1.0,46.0
2302.0,2270.4,19.35,1.62,120.0,B   ,71510.0,1.0,1.0,63.0
6348.0,52.8,22.12,0.41,135.0,C   ,1691585.0,1.0,1.0,26.0
3041.0,-99.0,7.47,0.86,140.0,HVHZ,402330.0,1.0,1.0,28.0
2326.0,1214.4,8.18,0.13,130.0,C   ,794838.0,1.0,1.0,16.0
2592.0,2112.0,26.5,2.09,146.0,HVHZ,397510.0,1.0,1.0,55.0
1816.0,-99.0,0.26,1.0,123.0,B   ,155555.0,1.0,1.0,65.0
1700.0,844.8,4.27,1.64,150.0,C   ,177500.0,1.0,1.0,46.0
1632.0,-99.0,27.81,0.53,146.0,HVHZ,218020.0,1.0,1.0,66.0
2260.0,-99.0,3.58,1.43,115.0,B   ,100948.0,1.0,1.0,65.0
1580.0,-99.0,10.53,0.81,140.0,B   ,189197.0,1.0,1.0,27.0
2250.0,1372.8,25.68,0.77,120.0,C   ,271540.0,1.0,1.0,45.0
1155.0,-99.0,1.13,1.63,110.0,B   ,28346.0,1.0,1.0,62.0
1721.0,-99.0,0.72,0.14,123.0,B   ,173978.0,1.0,1.0,40.0
7016.0,-99.0,12.14,1.54,130.0,B   ,470786.0,1.0,1.0,30.0
1806.0,-99.0,9.92,0.87,140.0,HVHZ,230450.0,1.0,1.0,50.0
286.0,369.6,47.59,0.91,150.0,B   ,107466.0,1.0,1.0,62.0
2247.0,-99.0,18.04,0.56,120.0,B   ,113890.0,1.0,1.0,44.0
1763.0,-99.0,0.59,1.09,123.0,B   ,210094.0,1.0,1.0,48.0
1831.0,-99.0,1.65,0.72,123.0,B   ,112740.0,1.0,1.0,76.0
2191.0,739.2,7.92,1.15,140.0,C   ,628419.0,1.0,1.0,65.0
2280.0,-99.0,0.78,0.84,123.0,B   ,225906.0,1.0,1.0,13.0
991.0,580.8,13.52,0.54,130.0,C   ,378718.0,1.0,1.0,45.0
2562.0,-99.0,2.82,1.0,140.0,HVHZ,446270.0,1.0,1.0,20.0
1858.0,-99.0,4.4,0.69,140.0,HVHZ,151250.0,1.0,1.0,56.0
2030.0,-99.0,9.1,0.31,140.0,HVHZ,283970.0,1.0,1.0,26.0
828.0,-99.0,4.94,0.87,140.0,HVHZ,50790.0,1.0,1.0,50.0
2640.0,-99.0,0.92,0.95,120.0,B   ,264432.0,1.0,1.0,53.0
1864.0,-99.0,1.37,0.23,120.0,B   ,97029.0,1.0,1.0,64.0
1733.0,3273.6,2.03,1.26,123.0,B   ,142041.0,1.0,1.0,63.0
2248.0,950.4,10.32,0.51,120.0,C   ,128860.0,1.0,1.0,50.0
1505.0,2587.2,0.62,1.15,130.0,B   ,171100.0,1.0,1.0,26.0
2438.0,-99.0,5.34,1.44,140.0,B   ,195760.0,1.0,1.0,35.0
1208.0,-99.0,28.86,0.55,146.0,HVHZ,152772.0,1.0,1.0,66.0
1092.0,-99.0,2.5,1.68,140.0,B   ,69069.0,1.0,1.0,39.0
1828.0,-99.0,0.25,1.91,110.0,B   ,128334.0,1.0,1.0,43.0
1044.0,-99.0,5.64,0.53,140.0,B   ,28900.0,1.0,1.0,65.0
1900.0,-99.0,0.76,1.34,110.0,B   ,160736.0,1.0,1.0,65.0
1758.0,-99.0,1.4,1.22,110.0,B   ,194545.0,1.0,1.0,39.0
1756.0,-99.0,13.14,1.26,132.0,B   ,163218.0,1.0,2.0,55.0
1598.0,-99.0,4.96,0.24,140.0,HVHZ,157390.0,1.0,1.0,64.0
1946.0,-99.0,0.93,0.52,110.0,B   ,84627.0,1.0,1.0,54.0
1949.0,-99.0,0.63,1.58,120.0,B   ,112420.0,1.0,1.0,36.0
1170.0,2534.4,2.9,1.15,140.0,B   ,87975.0,1.0,1.0,40.0
2477.0,-99.0,2.13,1.29,140.0,HVHZ,315850.0,1.0,1.0,56.0
1145.0,-99.0,1.28,0.36,140.0,HVHZ,171000.0,1.0,1.0,68.0
2659.0,-99.0,0.08,0.51,120.0,B   ,254125.0,1.0,1.0,32.0
1677.0,-99.0,7.45,0.26,140.0,HVHZ,233200.0,1.0,1.0,39.0
2418.0,-99.0,36.81,0.73,146.0,HVHZ,224009.0,1.0,1.0,25.0
1463.0,-99.0,24.75,1.07,146.0,HVHZ,196870.0,1.0,1.0,36.0
1586.0,-99.0,2.32,1.07,123.0,B   ,161594.0,1.0,1.0,44.0
1915.0,-99.0,2.27,1.4,140.0,B   ,177319.0,1.0,1.0,66.0
969.0,-99.0,1.36,0.84,123.0,B   ,70193.0,1.0,1.0,60.0
1262.0,-99.0,2.14,1.02,120.0,B   ,102484.0,1.0,1.0,38.0
924.0,158.4,23.29,1.04,120.0,C   ,178440.0,1.0,1.0,60.0
4179.0,211.2,6.67,2.44,130.0,C   ,516530.0,1.0,1.0,25.0
1631.0,-99.0,1.05,0.82,110.0,B   ,134939.0,1.0,1.0,28.0
837.0,-99.0,11.73,0.08,146.0,HVHZ,191357.0,1.0,1.0,85.0
1680.0,-99.0,2.74,1.26,140.0,B   ,110000.0,1.0,1.0,44.0
1754.0,-99.0,4.14,1.26,100.0,B   ,75400.0,2.0,2.0,70.0
1405.0,-99.0,4.92,0.84,140.0,HVHZ,193280.0,1.0,1.0,27.0
1722.0,-99.0,8.09,0.32,120.0,B   ,77522.0,1.0,1.0,44.0
1858.0,-99.0,0.81,1.05,140.0,B   ,235000.0,1.0,1.0,41.0
2786.0,1320.0,22.83,0.96,120.0,C   ,259820.0,1.0,1.0,45.0
960.0,844.8,3.91,0.65,120.0,C   ,107133.0,1.0,1.0,71.0
2868.0,-99.0,6.79,0.55,140.0,HVHZ,320330.0,1.0,1.0,39.0
1366.0,1689.6,1.16,0.86,123.0,B   ,147992.0,1.0,1.0,64.0
1275.0,4804.8,15.55,0.67,146.0,HVHZ,340470.0,1.0,1.0,77.0
1878.0,3168.0,24.62,0.09,120.0,C   ,155150.0,1.0,1.0,62.0
1689.0,-99.0,5.32,0.38,140.0,HVHZ,245690.0,1.0,1.0,22.0
1966.0,-99.0,0.13,0.91,123.0,B   ,199623.0,1.0,1.0,46.0
1684.0,-99.0,3.26,1.59,120.0,B   ,154518.0,1.0,1.0,22.0
1152.0,3537.6,1.77,0.95,130.0,B   ,92162.0,1.0,1.0,31.0
1340.0,-99.0,6.2,0.86,140.0,B   ,82000.0,1.0,1.0,40.0
1263.0,-99.0,0.77,0.35,123.0,B   ,106726.0,1.0,1.0,65.0
2800.0,4382.4,10.67,0.35,130.0,B   ,958000.0,1.0,1.0,30.0
1700.0,3696.0,16.31,0.57,130.0,C   ,112784.0,1.0,1.0,39.0
2547.0,-99.0,6.33,2.26,100.0,B   ,172702.0,1.0,1.0,21.0
2484.0,-99.0,23.3,1.21,146.0,HVHZ,326099.0,1.0,1.0,44.0
1504.0,-99.0,6.0,0.28,140.0,HVHZ,247540.0,1.0,1.0,32.0
3739.0,105.6,8.48,1.27,130.0,B   ,229079.0,1.0,1.0,76.0
2114.0,264.0,22.48,0.56,135.0,C   ,268399.0,1.0,1.0,54.0
2448.0,-99.0,0.55,0.77,120.0,B   ,249507.0,1.0,1.0,47.0
1733.0,3273.6,2.03,1.26,123.0,B   ,142041.0,1.0,1.0,63.0
1066.0,-99.0,2.38,0.44,140.0,HVHZ,162000.0,1.0,2.0,65.0
1635.0,-99.0,0.84,1.94,130.0,B   ,194500.0,1.0,1.0,38.0
1759.0,-99.0,0.93,0.81,140.0,HVHZ,234140.0,1.0,1.0,46.0
1436.0,422.4,3.8,1.32,140.0,HVHZ,437180.0,1.0,1.0,70.0
1299.0,-99.0,2.52,0.82,140.0,HVHZ,89450.0,1.0,1.0,70.0
1503.0,-99.0,2.28,1.09,110.0,B   ,122385.0,1.0,1.0,25.0
2020.0,52.8,1.73,0.63,130.0,C   ,480238.0,1.0,1.0,59.0
4196.0,950.4,5.67,0.25,146.0,HVHZ,1215066.0,1.0,1.0,58.0
1455.0,-99.0,4.98,0.56,140.0,HVHZ,77170.0,1.0,1.0,51.0
1744.0,-99.0,5.2,1.23,140.0,HVHZ,170580.0,1.0,1.0,65.0
3026.0,-99.0,6.97,2.41,110.0,B   ,191900.0,1.0,1.0,22.0
1940.0,-99.0,5.99,1.45,130.0,B   ,285048.0,1.0,1.0,22.0
1206.0,-99.0,4.14,0.66,120.0,B   ,154860.0,1.0,1.0,33.0
1641.0,-99.0,2.68,1.2,140.0,HVHZ,246660.0,1.0,1.0,63.0
1289.0,475.2,1.79,0.45,123.0,C   ,129904.0,1.0,1.0,68.0
2345.0,-99.0,3.06,1.5,110.0,B   ,203364.0,1.0,1.0,24.0
4767.0,-99.0,5.52,1.95,130.0,B   ,151000.0,1.0,1.0,42.0
1543.0,4488.0,10.27,0.47,130.0,B   ,244783.0,1.0,1.0,44.0
1999.0,2217.6,9.27,1.18,140.0,C   ,229900.0,1.0,1.0,40.0
1096.0,1689.6,0.05,1.14,123.0,B   ,112711.0,1.0,1.0,70.0
1824.0,-99.0,0.45,3.66,100.0,B   ,159498.0,1.0,1.0,23.0
2650.0,-99.0,8.41,0.83,140.0,HVHZ,370670.0,1.0,1.0,17.0
1127.0,-99.0,3.93,1.24,146.0,HVHZ,133098.0,1.0,1.0,68.0
1149.0,-99.0,5.19,1.19,140.0,HVHZ,176330.0,1.0,1.0,40.0
3488.0,-99.0,21.19,1.19,146.0,HVHZ,849105.0,1.0,1.0,64.0
2398.0,-99.0,7.23,1.21,146.0,HVHZ,369023.0,1.0,1.0,25.0
1909.0,-99.0,3.53,0.85,146.0,HVHZ,188890.0,1.0,1.0,47.0
3908.0,52.8,13.27,1.5,130.0,C   ,795374.0,1.0,1.0,57.0
2727.0,1900.8,4.36,1.26,140.0,B   ,386622.0,1.0,1.0,36.0
2193.0,211.2,3.63,1.44,140.0,HVHZ,730900.0,1.0,1.0,67.0
1899.0,422.4,10.86,0.64,120.0,C   ,136500.0,1.0,1.0,45.0
1524.0,-99.0,0.58,0.8,123.0,B   ,138181.0,1.0,1.0,50.0
1939.0,1848.0,0.01,0.8,123.0,C   ,141826.0,1.0,1.0,65.0
1620.0,1056.0,20.94,0.61,120.0,C   ,131830.0,1.0,1.0,67.0
1628.0,-99.0,3.4,0.78,146.0,HVHZ,123440.0,1.0,1.0,70.0
1161.0,-99.0,2.59,0.94,123.0,B   ,78946.0,1.0,1.0,60.0
2031.0,-99.0,15.1,0.47,120.0,B   ,106370.0,1.0,1.0,42.0
1592.0,-99.0,2.14,0.53,140.0,B   ,220776.0,1.0,1.0,44.0
1316.0,-99.0,19.97,0.56,120.0,B   ,70030.0,1.0,1.0,30.0
1750.0,-99.0,10.07,0.39,131.0,B   ,203842.0,1.0,3.0,53.0
2276.0,-99.0,5.67,1.23,140.0,HVHZ,264340.0,1.0,1.0,47.0
1287.0,-99.0,18.84,1.51,146.0,HVHZ,241527.0,1.0,1.0,40.0
2760.0,-99.0,20.58,0.44,146.0,HVHZ,427238.0,1.0,1.0,21.0
2082.0,-99.0,1.2,0.59,123.0,B   ,186802.0,1.0,1.0,59.0
1114.0,-99.0,1.81,1.19,140.0,HVHZ,128740.0,1.0,1.0,71.0
2752.0,-99.0,27.18,0.76,146.0,HVHZ,346890.0,1.0,1.0,34.0
2322.0,52.8,24.91,1.18,136.0,C   ,542926.0,1.0,1.0,45.0
1764.0,-99.0,1.81,0.76,150.0,B   ,107800.0,1.0,1.0,37.0
1415.0,-99.0,0.7,1.41,123.0,B   ,148574.0,1.0,1.0,61.0
